,ticket_id,user_id,company_id,issue_category,created_at,match_id,staff_id,matched_at,company_name,company_size,wait_time,wait_time_minutes
652,653,20,11,Technical,2024-02-21 20:00:40.967908,653,4,2024-02-21 20:02:38.967908,Company_11,4,0 days 00:01:58,1.9666666666666666
653,654,90,7,Technical,2024-03-09 20:54:53.967908,654,44,2024-03-09 21:12:07.967908,Company_7,35,0 days 00:17:14,17.233333333333334
654,655,35,2,General Inquiry,2024-08-04 18:40:42.967908,655,50,2024-08-04 18:42:23.967908,Company_2,6,0 days 00:01:41,1.6833333333333333
655,656,14,4,General Inquiry,2024-04-07 04:44:03.967908,656,39,2024-04-07 04:46:09.967908,Company_4,33,0 days 00:02:06,2.1
656,657,38,23,Account,2024-03-22 03:34:10.967908,657,20,2024-03-22 03:45:47.967908,Company_23,7,0 days 00:11:37,11.616666666666667
657,658,72,32,Account,2024-06-08 05:07:39.967908,658,24,2024-06-08 05:07:46.967908,Company_32,47,0 days 00:00:07,0.11666666666666667
658,659,910,8,Technical,2024-04-08 00:32:46.967908,659,24,2024-04-08 00:34:49.967908,Company_8,15,0 days 00:02:03,2.05
659,660,781,4,Technical,2024-02-23 21:40:29.967908,660,26,2024-02-23 21:46:50.967908,Company_4,33,0 days 00:06:21,6.35
660,661,46,6,Technical,2024-03-08 12:34:32.967908,661,25,2024-03-08 12:42:52.967908,Company_6,5,0 days 00:08:20,8.333333333333334
661,662,65,20,Technical,2024-06-11 07:36:24.967908,662,36,2024-06-11 07:41:28.967908,Company_20,1,0 days 00:05:04,5.066666666666666
662,663,66,7,Billing,2024-05-10 20:35:50.967908,663,7,2024-05-10 20:43:26.967908,Company_7,35,0 days 00:07:36,7.6
663,664,91,32,Account,2024-04-23 14:24:07.967908,664,10,2024-04-23 14:27:08.967908,Company_32,47,0 days 00:03:01,3.0166666666666666
664,665,53,43,Technical,2024-07-06 22:38:57.967908,665,47,2024-07-06 22:42:59.967908,Company_43,6,0 days 00:04:02,4.033333333333333
665,666,31,24,Technical,2024-07-18 04:24:15.967908,666,12,2024-07-18 04:44:16.967908,Company_24,1,0 days 00:20:01,20.016666666666666
666,667,7,1,Technical,2024-04-17 09:13:32.967908,667,1,2024-04-17 09:22:56.967908,Company_1,12,0 days 00:09:24,9.4
667,668,33,1,General Inquiry,2024-05-11 05:07:34.967908,668,50,2024-05-11 05:09:03.967908,Company_1,12,0 days 00:01:29,1.4833333333333334
668,669,67,4,Technical,2024-06-13 04:31:16.967908,669,25,2024-06-13 04:37:08.967908,Company_4,33,0 days 00:05:52,5.866666666666666
669,670,70,10,Technical,2024-05-25 18:47:15.967908,670,16,2024-05-25 18:48:38.967908,Company_10,12,0 days 00:01:23,1.3833333333333333
670,671,53,43,Billing,2024-03-09 22:19:54.967908,671,5,2024-03-09 22:27:02.967908,Company_43,6,0 days 00:07:08,7.133333333333334
671,672,59,7,Technical,2024-05-01 06:31:26.967908,672,19,2024-05-01 06:35:50.967908,Company_7,35,0 days 00:04:24,4.4
672,673,966,30,Account,2024-08-09 03:22:45.967908,673,4,2024-08-09 03:23:31.967908,Company_30,5,0 days 00:00:46,0.7666666666666667
673,674,75,48,Billing,2024-06-07 10:28:42.967908,674,6,2024-06-07 10:48:09.967908,Company_48,21,0 days 00:19:27,19.45
674,675,74,48,Technical,2024-03-24 09:12:52.967908,675,26,2024-03-24 09:12:59.967908,Company_48,21,0 days 00:00:07,0.11666666666666667
675,676,48,40,Technical,2024-04-05 22:28:34.967908,676,49,2024-04-05 22:35:09.967908,Company_40,8,0 days 00:06:35,6.583333333333333
676,677,57,10,Billing,2024-02-25 02:14:22.967908,677,39,2024-02-25 02:15:12.967908,Company_10,12,0 days 00:00:50,0.8333333333333334
677,678,28,28,General Inquiry,2024-07-03 02:33:43.967908,678,39,2024-07-03 02:36:29.967908,Company_28,10,0 days 00:02:46,2.7666666666666666
678,679,490,18,Account,2024-05-11 03:33:31.967908,679,9,2024-05-11 03:40:48.967908,Company_18,10,0 days 00:07:17,7.283333333333333
679,680,64,23,Account,2024-02-16 19:15:54.967908,680,45,2024-02-16 19:20:46.967908,Company_23,7,0 days 00:04:52,4.866666666666666
680,681,16,32,Account,2024-05-27 10:23:15.967908,681,14,2024-05-27 10:25:04.967908,Company_32,47,0 days 00:01:49,1.8166666666666667
681,682,15,42,Account,2024-08-14 04:52:34.967908,682,48,2024-08-14 04:54:27.967908,Company_42,8,0 days 00:01:53,1.8833333333333333
682,683,33,1,Account,2024-07-22 01:59:47.967908,683,9,2024-07-22 02:21:52.967908,Company_1,12,0 days 00:22:05,22.083333333333332
683,684,685,4,Technical,2024-05-31 00:45:05.967908,684,15,2024-05-31 00:47:00.967908,Company_4,33,0 days 00:01:55,1.9166666666666667
684,685,56,44,General Inquiry,2024-06-28 20:22:10.967908,685,37,2024-06-28 21:08:25.967908,Company_44,5,0 days 00:46:15,46.25
685,686,58,4,Account,2024-07-05 04:10:12.967908,686,50,2024-07-05 04:13:43.967908,Company_4,33,0 days 00:03:31,3.5166666666666666
686,687,71,23,Technical,2024-07-09 13:07:16.967908,687,20,2024-07-09 13:08:24.967908,Company_23,7,0 days 00:01:08,1.1333333333333333
687,688,35,2,Technical,2024-07-08 14:13:40.967908,688,8,2024-07-08 14:27:38.967908,Company_2,6,0 days 00:13:58,13.966666666666667
688,689,91,32,Technical,2024-06-25 16:44:19.967908,689,32,2024-06-25 16:53:04.967908,Company_32,47,0 days 00:08:45,8.75
689,690,61,40,Technical,2024-03-25 17:38:00.967908,690,47,2024-03-25 17:38:05.967908,Company_40,8,0 days 00:00:05,0.08333333333333333
690,691,69,48,Account,2024-04-27 04:46:42.967908,691,21,2024-04-27 05:13:20.967908,Company_48,21,0 days 00:26:38,26.633333333333333
691,692,892,3,Technical,2024-05-10 05:22:29.967908,692,41,2024-05-10 05:29:01.967908,Company_3,14,0 days 00:06:32,6.533333333333333
692,693,99,4,Account,2024-03-01 01:29:05.967908,693,19,2024-03-01 01:34:54.967908,Company_4,33,0 days 00:05:49,5.816666666666666
693,694,69,48,General Inquiry,2024-06-24 10:57:19.967908,694,29,2024-06-24 10:57:28.967908,Company_48,21,0 days 00:00:09,0.15
694,695,24,21,Technical,2024-08-13 06:29:11.967908,695,31,2024-08-13 06:45:21.967908,Company_21,31,0 days 00:16:10,16.166666666666668
695,696,177,46,Technical,2024-04-20 14:13:37.967908,696,6,2024-04-20 14:15:52.967908,Company_46,3,0 days 00:02:15,2.25
696,697,138,44,Account,2024-06-16 11:29:52.967908,697,4,2024-06-16 11:32:49.967908,Company_44,5,0 days 00:02:57,2.95
697,698,8,40,Account,2024-04-17 10:20:10.967908,698,43,2024-04-17 10:25:17.967908,Company_40,8,0 days 00:05:07,5.116666666666666
698,699,54,26,Billing,2024-06-24 06:59:34.967908,699,29,2024-06-24 06:59:51.967908,Company_26,8,0 days 00:00:17,0.2833333333333333
699,700,75,48,General Inquiry,2024-07-30 03:25:15.967908,700,42,2024-07-30 03:29:04.967908,Company_48,21,0 days 00:03:49,3.816666666666667
700,701,3,4,Technical,2024-03-11 16:10:45.967908,701,3,2024-03-11 16:12:54.967908,Company_4,33,0 days 00:02:09,2.15
701,702,82,22,Account,2024-07-05 05:40:52.967908,702,1,2024-07-05 05:46:03.967908,Company_22,5,0 days 00:05:11,5.183333333333334
702,703,83,3,Technical,2024-08-09 05:54:20.967908,703,44,2024-08-09 06:04:45.967908,Company_3,14,0 days 00:10:25,10.416666666666666
703,704,36,32,Technical,2024-04-14 18:59:11.967908,704,15,2024-04-14 19:05:15.967908,Company_32,47,0 days 00:06:04,6.066666666666666
704,705,96,32,Technical,2024-05-24 22:44:43.967908,705,47,2024-05-24 23:06:39.967908,Company_32,47,0 days 00:21:56,21.933333333333334
705,706,26,32,General Inquiry,2024-04-16 12:45:15.967908,706,21,2024-04-16 12:47:35.967908,Company_32,47,0 days 00:02:20,2.3333333333333335
706,707,2,39,General Inquiry,2024-06-24 23:19:46.967908,707,46,2024-06-24 23:34:13.967908,Company_39,1,0 days 00:14:27,14.45
707,708,81,31,Account,2024-05-05 18:37:56.967908,708,31,2024-05-05 18:44:21.967908,Company_31,4,0 days 00:06:25,6.416666666666667
708,709,36,32,Technical,2024-04-19 19:30:21.967908,709,7,2024-04-19 19:33:19.967908,Company_32,47,0 days 00:02:58,2.966666666666667
709,710,88,21,Account,2024-05-04 14:42:18.967908,710,17,2024-05-04 14:50:08.967908,Company_21,31,0 days 00:07:50,7.833333333333333
710,711,89,49,Technical,2024-06-30 20:36:36.967908,711,19,2024-06-30 20:37:40.967908,Company_49,10,0 days 00:01:04,1.0666666666666667
711,712,90,7,Account,2024-04-13 21:14:11.967908,712,39,2024-04-13 21:16:02.967908,Company_7,35,0 days 00:01:51,1.85
712,713,79,8,Account,2024-06-03 03:07:57.967908,713,3,2024-06-03 03:09:56.967908,Company_8,15,0 days 00:01:59,1.9833333333333334
713,714,132,44,Billing,2024-03-12 04:35:14.967908,714,30,2024-03-12 04:55:51.967908,Company_44,5,0 days 00:20:37,20.616666666666667
714,715,11,35,Technical,2024-03-24 17:25:22.967908,715,35,2024-03-24 17:28:15.967908,Company_35,16,0 days 00:02:53,2.8833333333333333
715,716,10,33,Technical,2024-05-08 02:48:18.967908,716,29,2024-05-08 03:59:23.967908,Company_33,7,0 days 01:11:05,71.08333333333333
716,717,49,32,Technical,2024-06-24 14:10:44.967908,717,50,2024-06-24 14:24:48.967908,Company_32,47,0 days 00:14:04,14.066666666666666
717,718,42,35,Technical,2024-04-30 02:19:42.967908,718,14,2024-04-30 02:25:01.967908,Company_35,16,0 days 00:05:19,5.316666666666666
718,719,97,32,General Inquiry,2024-06-26 23:54:49.967908,719,35,2024-06-27 00:08:22.967908,Company_32,47,0 days 00:13:33,13.55
719,720,9,32,General Inquiry,2024-07-10 17:56:35.967908,720,28,2024-07-10 18:01:34.967908,Company_32,47,0 days 00:04:59,4.983333333333333
720,721,63,1,Technical,2024-08-09 18:45:43.967908,721,30,2024-08-09 18:46:09.967908,Company_1,12,0 days 00:00:26,0.43333333333333335
721,722,10,33,Billing,2024-03-21 06:24:34.967908,722,26,2024-03-21 06:24:41.967908,Company_33,7,0 days 00:00:07,0.11666666666666667
722,723,95,14,Account,2024-06-14 23:53:26.967908,723,7,2024-06-15 00:02:09.967908,Company_14,1,0 days 00:08:43,8.716666666666667
723,724,6,7,Technical,2024-06-05 23:36:21.967908,724,39,2024-06-05 23:58:57.967908,Company_7,35,0 days 00:22:36,22.6
724,725,48,40,Technical,2024-04-14 21:54:41.967908,725,31,2024-04-14 22:01:04.967908,Company_40,8,0 days 00:06:23,6.383333333333334
725,726,28,28,Technical,2024-05-05 07:49:50.967908,726,5,2024-05-05 07:54:37.967908,Company_28,10,0 days 00:04:47,4.783333333333333
726,727,96,32,General Inquiry,2024-06-01 20:57:20.967908,727,35,2024-06-01 21:19:25.967908,Company_32,47,0 days 00:22:05,22.083333333333332
727,728,49,32,General Inquiry,2024-07-27 08:49:27.967908,728,50,2024-07-27 09:09:43.967908,Company_32,47,0 days 00:20:16,20.266666666666666
728,729,39,45,Technical,2024-02-16 13:16:30.967908,729,47,2024-02-16 13:26:53.967908,Company_45,1,0 days 00:10:23,10.383333333333333
729,730,27,35,Billing,2024-04-15 11:32:35.967908,730,14,2024-04-15 11:42:13.967908,Company_35,16,0 days 00:09:38,9.633333333333333
730,731,882,44,Billing,2024-04-12 04:29:53.967908,731,36,2024-04-12 04:50:15.967908,Company_44,5,0 days 00:20:22,20.366666666666667
731,732,43,7,Billing,2024-03-28 06:54:20.967908,732,27,2024-03-28 07:00:10.967908,Company_7,35,0 days 00:05:50,5.833333333333333
732,733,15,42,Account,2024-05-09 22:48:26.967908,733,24,2024-05-09 22:49:21.967908,Company_42,8,0 days 00:00:55,0.9166666666666666
733,734,60,21,Technical,2024-07-18 01:17:05.967908,734,40,2024-07-18 01:21:11.967908,Company_21,31,0 days 00:04:06,4.1
734,735,70,10,Billing,2024-06-08 02:18:29.967908,735,29,2024-06-08 02:18:45.967908,Company_10,12,0 days 00:00:16,0.26666666666666666
735,736,9,32,Billing,2024-06-13 06:37:52.967908,736,45,2024-06-13 06:43:36.967908,Company_32,47,0 days 00:05:44,5.733333333333333
736,737,29,35,Account,2024-06-22 14:31:57.967908,737,22,2024-06-22 14:33:07.967908,Company_35,16,0 days 00:01:10,1.1666666666666667
737,738,98,26,Account,2024-04-19 01:10:24.967908,738,8,2024-04-19 01:32:15.967908,Company_26,8,0 days 00:21:51,21.85
738,739,66,7,Billing,2024-05-16 18:23:07.967908,739,15,2024-05-16 18:25:53.967908,Company_7,35,0 days 00:02:46,2.7666666666666666
739,740,18,3,Account,2024-05-12 06:15:19.967908,740,49,2024-05-12 06:44:43.967908,Company_3,14,0 days 00:29:24,29.4
740,741,33,1,Technical,2024-05-12 07:59:50.967908,741,5,2024-05-12 08:01:00.967908,Company_1,12,0 days 00:01:10,1.1666666666666667
741,742,34,4,Technical,2024-06-26 16:02:04.967908,742,4,2024-06-26 16:04:17.967908,Company_4,33,0 days 00:02:13,2.216666666666667
742,743,75,48,Technical,2024-03-28 23:18:14.967908,743,11,2024-03-28 23:21:01.967908,Company_48,21,0 days 00:02:47,2.783333333333333
743,744,90,7,Technical,2024-05-25 17:37:36.967908,744,18,2024-05-25 18:01:52.967908,Company_7,35,0 days 00:24:16,24.266666666666666
744,745,1,4,Billing,2024-05-18 08:35:26.967908,745,42,2024-05-18 08:55:49.967908,Company_4,33,0 days 00:20:23,20.383333333333333
745,746,6,7,Technical,2024-07-19 14:27:30.967908,746,49,2024-07-19 14:28:18.967908,Company_7,35,0 days 00:00:48,0.8
746,747,85,45,Technical,2024-08-09 11:11:25.967908,747,30,2024-08-09 11:16:32.967908,Company_45,1,0 days 00:05:07,5.116666666666666
747,748,100,41,Technical,2024-07-20 01:07:39.967908,748,15,2024-07-20 01:25:18.967908,Company_41,15,0 days 00:17:39,17.65
748,749,30,22,Account,2024-07-08 09:12:44.967908,749,6,2024-07-08 09:16:50.967908,Company_22,5,0 days 00:04:06,4.1
749,750,38,23,Technical,2024-03-20 10:12:09.967908,750,16,2024-03-20 10:13:07.967908,Company_23,7,0 days 00:00:58,0.9666666666666667
750,751,43,7,Technical,2024-06-23 09:51:01.967908,751,47,2024-06-23 10:04:45.967908,Company_7,35,0 days 00:13:44,13.733333333333333
751,752,114,4,Technical,2024-03-03 22:33:33.967908,752,40,2024-03-03 22:47:20.967908,Company_4,33,0 days 00:13:47,13.783333333333333
752,753,94,33,Account,2024-04-11 13:55:25.967908,753,9,2024-04-11 13:58:08.967908,Company_33,7,0 days 00:02:43,2.716666666666667
753,754,52,7,General Inquiry,2024-05-26 13:33:49.967908,754,43,2024-05-26 13:57:03.967908,Company_7,35,0 days 00:23:14,23.233333333333334
754,755,45,9,General Inquiry,2024-06-24 09:09:59.967908,755,34,2024-06-24 09:12:22.967908,Company_9,4,0 days 00:02:23,2.3833333333333333
755,756,11,35,Billing,2024-06-18 09:06:05.967908,756,27,2024-06-18 09:06:31.967908,Company_35,16,0 days 00:00:26,0.43333333333333335
756,757,59,7,Technical,2024-06-15 17:20:52.967908,757,13,2024-06-15 17:32:03.967908,Company_7,35,0 days 00:11:11,11.183333333333334
757,758,76,8,Account,2024-04-21 13:28:25.967908,758,36,2024-04-21 13:30:32.967908,Company_8,15,0 days 00:02:07,2.1166666666666667
758,759,1,4,Technical,2024-03-05 14:35:57.967908,759,27,2024-03-05 14:37:12.967908,Company_4,33,0 days 00:01:15,1.25
759,760,85,45,Billing,2024-07-24 09:30:47.967908,760,9,2024-07-24 09:35:12.967908,Company_45,1,0 days 00:04:25,4.416666666666667
760,761,809,1,Account,2024-07-11 07:56:26.967908,761,5,2024-07-11 08:25:00.967908,Company_1,12,0 days 00:28:34,28.566666666666666
761,762,723,21,Account,2024-04-02 01:57:01.967908,762,22,2024-04-02 02:00:28.967908,Company_21,31,0 days 00:03:27,3.45
762,763,36,32,Technical,2024-06-26 02:50:18.967908,763,31,2024-06-26 02:56:55.967908,Company_32,47,0 days 00:06:37,6.616666666666666
763,764,94,33,Billing,2024-04-16 18:02:34.967908,764,3,2024-04-16 18:02:52.967908,Company_33,7,0 days 00:00:18,0.3
764,765,6,7,Technical,2024-03-31 02:17:04.967908,765,30,2024-03-31 02:22:02.967908,Company_7,35,0 days 00:04:58,4.966666666666667
765,766,757,11,Billing,2024-07-22 02:14:19.967908,766,21,2024-07-22 02:26:24.967908,Company_11,4,0 days 00:12:05,12.083333333333334
766,767,52,7,Technical,2024-03-26 03:23:45.967908,767,35,2024-03-26 03:30:13.967908,Company_7,35,0 days 00:06:28,6.466666666666667
767,768,25,4,Technical,2024-03-16 02:06:09.967908,768,6,2024-03-16 02:09:04.967908,Company_4,33,0 days 00:02:55,2.9166666666666665
768,769,45,9,Technical,2024-02-21 05:12:50.967908,769,28,2024-02-21 05:37:37.967908,Company_9,4,0 days 00:24:47,24.783333333333335
769,770,92,35,Technical,2024-02-25 10:45:17.967908,770,32,2024-02-25 10:57:27.967908,Company_35,16,0 days 00:12:10,12.166666666666666
770,771,98,26,Account,2024-04-04 00:25:56.967908,771,42,2024-04-04 00:27:49.967908,Company_26,8,0 days 00:01:53,1.8833333333333333
771,772,26,32,Billing,2024-05-18 17:40:45.967908,772,37,2024-05-18 17:52:27.967908,Company_32,47,0 days 00:11:42,11.7
772,773,57,10,Account,2024-06-14 04:07:35.967908,773,25,2024-06-14 04:44:04.967908,Company_10,12,0 days 00:36:29,36.483333333333334
773,774,26,32,Billing,2024-07-30 11:26:52.967908,774,32,2024-07-30 11:43:06.967908,Company_32,47,0 days 00:16:14,16.233333333333334
774,775,73,13,Technical,2024-07-14 16:48:11.967908,775,35,2024-07-14 16:51:14.967908,Company_13,9,0 days 00:03:03,3.05
775,776,17,11,Billing,2024-03-01 14:47:14.967908,776,22,2024-03-01 14:55:53.967908,Company_11,4,0 days 00:08:39,8.65
776,777,88,21,Technical,2024-05-14 21:46:35.967908,777,24,2024-05-14 21:51:42.967908,Company_21,31,0 days 00:05:07,5.116666666666666
777,778,77,22,Technical,2024-05-06 22:49:06.967908,778,39,2024-05-06 23:03:31.967908,Company_22,5,0 days 00:14:25,14.416666666666666
778,779,85,45,Technical,2024-08-06 13:04:50.967908,779,30,2024-08-06 13:07:44.967908,Company_45,1,0 days 00:02:54,2.9
779,780,382,35,Technical,2024-06-17 18:18:09.967908,780,50,2024-06-17 19:03:02.967908,Company_35,16,0 days 00:44:53,44.88333333333333
780,781,44,4,Technical,2024-06-07 06:12:15.967908,781,32,2024-06-07 06:19:43.967908,Company_4,33,0 days 00:07:28,7.466666666666667
781,782,14,4,Billing,2024-03-25 05:31:01.967908,782,31,2024-03-25 05:33:23.967908,Company_4,33,0 days 00:02:22,2.3666666666666667
782,783,32,21,Account,2024-07-04 23:07:04.967908,783,23,2024-07-04 23:10:09.967908,Company_21,31,0 days 00:03:05,3.0833333333333335
783,784,2,39,Technical,2024-06-30 16:37:45.967908,784,40,2024-06-30 16:40:15.967908,Company_39,1,0 days 00:02:30,2.5
784,785,41,19,Technical,2024-05-01 00:51:09.967908,785,33,2024-05-01 00:51:33.967908,Company_19,2,0 days 00:00:24,0.4
785,786,15,42,Technical,2024-05-22 11:20:52.967908,786,25,2024-05-22 11:24:53.967908,Company_42,8,0 days 00:04:01,4.016666666666667
786,787,59,7,Technical,2024-05-04 01:54:02.967908,787,36,2024-05-04 01:55:07.967908,Company_7,35,0 days 00:01:05,1.0833333333333333
787,788,64,23,Billing,2024-04-03 20:25:59.967908,788,24,2024-04-03 20:34:48.967908,Company_23,7,0 days 00:08:49,8.816666666666666
788,789,2,39,Technical,2024-03-16 03:06:56.967908,789,31,2024-03-16 03:10:01.967908,Company_39,1,0 days 00:03:05,3.0833333333333335
789,790,795,36,Billing,2024-06-22 20:50:06.967908,790,39,2024-06-22 20:59:38.967908,Company_36,2,0 days 00:09:32,9.533333333333333
790,791,81,31,Technical,2024-06-28 23:56:09.967908,791,46,2024-06-29 00:21:08.967908,Company_31,4,0 days 00:24:59,24.983333333333334
791,792,93,7,Account,2024-02-17 13:13:26.967908,792,13,2024-02-17 13:21:30.967908,Company_7,35,0 days 00:08:04,8.066666666666666
792,793,63,1,General Inquiry,2024-08-07 19:28:46.967908,793,10,2024-08-07 19:34:34.967908,Company_1,12,0 days 00:05:48,5.8
793,794,15,42,Technical,2024-07-11 07:07:53.967908,794,23,2024-07-11 07:19:20.967908,Company_42,8,0 days 00:11:27,11.45
794,795,92,35,Account,2024-08-01 13:19:37.967908,795,18,2024-08-01 13:30:47.967908,Company_35,16,0 days 00:11:10,11.166666666666666
795,796,15,42,Technical,2024-07-15 00:03:31.967908,796,32,2024-07-15 00:06:33.967908,Company_42,8,0 days 00:03:02,3.033333333333333
796,797,3,4,Technical,2024-08-06 09:57:01.967908,797,33,2024-08-06 09:58:54.967908,Company_4,33,0 days 00:01:53,1.8833333333333333
797,798,93,7,Billing,2024-03-08 04:06:58.967908,798,36,2024-03-08 04:13:01.967908,Company_7,35,0 days 00:06:03,6.05
798,799,42,35,Technical,2024-07-16 15:05:07.967908,799,28,2024-07-16 15:12:44.967908,Company_35,16,0 days 00:07:37,7.616666666666666
799,800,1,4,Technical,2024-05-09 00:42:29.967908,800,16,2024-05-09 00:48:50.967908,Company_4,33,0 days 00:06:21,6.35
800,801,77,22,General Inquiry,2024-03-29 23:15:25.967908,801,16,2024-03-29 23:20:39.967908,Company_22,5,0 days 00:05:14,5.233333333333333
801,802,138,44,Technical,2024-03-21 15:04:28.967908,802,18,2024-03-21 15:11:38.967908,Company_44,5,0 days 00:07:10,7.166666666666667
802,803,429,21,Account,2024-07-21 14:48:24.967908,803,8,2024-07-21 14:51:45.967908,Company_21,31,0 days 00:03:21,3.35
803,804,93,7,Technical,2024-06-30 14:34:02.967908,804,42,2024-06-30 14:36:51.967908,Company_7,35,0 days 00:02:49,2.816666666666667
804,805,48,40,Technical,2024-05-27 01:14:29.967908,805,16,2024-05-27 01:39:51.967908,Company_40,8,0 days 00:25:22,25.366666666666667
805,806,8,40,Technical,2024-05-16 16:20:33.967908,806,11,2024-05-16 16:29:26.967908,Company_40,8,0 days 00:08:53,8.883333333333333
806,807,30,22,Technical,2024-02-26 05:25:04.967908,807,6,2024-02-26 05:30:03.967908,Company_22,5,0 days 00:04:59,4.983333333333333
807,808,89,49,Technical,2024-06-03 17:04:57.967908,808,1,2024-06-03 17:09:58.967908,Company_49,10,0 days 00:05:01,5.016666666666667
808,809,7,1,General Inquiry,2024-04-04 20:43:53.967908,809,12,2024-04-04 20:59:42.967908,Company_1,12,0 days 00:15:49,15.816666666666666
809,810,678,22,Account,2024-08-12 15:06:12.967908,810,38,2024-08-12 15:08:12.967908,Company_22,5,0 days 00:02:00,2.0
810,811,952,28,Billing,2024-07-30 04:55:02.967908,811,28,2024-07-30 05:11:05.967908,Company_28,10,0 days 00:16:03,16.05
811,812,791,2,Technical,2024-03-11 00:57:19.967908,812,45,2024-03-11 00:58:13.967908,Company_2,6,0 days 00:00:54,0.9
812,813,44,4,Technical,2024-05-15 02:38:58.967908,813,17,2024-05-15 02:49:47.967908,Company_4,33,0 days 00:10:49,10.816666666666666
813,814,24,21,Technical,2024-03-13 08:47:18.967908,814,1,2024-03-13 08:52:16.967908,Company_21,31,0 days 00:04:58,4.966666666666667
814,815,75,48,Account,2024-07-21 02:15:19.967908,815,32,2024-07-21 02:17:47.967908,Company_48,21,0 days 00:02:28,2.466666666666667
815,816,69,48,Technical,2024-05-16 16:46:39.967908,816,8,2024-05-16 17:02:45.967908,Company_48,21,0 days 00:16:06,16.1
816,817,97,32,Billing,2024-06-25 02:31:15.967908,817,40,2024-06-25 02:36:32.967908,Company_32,47,0 days 00:05:17,5.283333333333333
817,818,47,48,Billing,2024-05-29 14:38:14.967908,818,43,2024-05-29 14:38:32.967908,Company_48,21,0 days 00:00:18,0.3
818,819,31,24,Technical,2024-06-04 00:09:50.967908,819,46,2024-06-04 00:13:51.967908,Company_24,1,0 days 00:04:01,4.016666666666667
819,820,535,6,Technical,2024-06-11 02:23:32.967908,820,24,2024-06-11 02:30:10.967908,Company_6,5,0 days 00:06:38,6.633333333333334
820,821,56,44,Account,2024-04-18 02:05:56.967908,821,10,2024-04-18 02:08:04.967908,Company_44,5,0 days 00:02:08,2.1333333333333333
821,822,85,45,Technical,2024-07-12 03:06:12.967908,822,47,2024-07-12 03:07:13.967908,Company_45,1,0 days 00:01:01,1.0166666666666666
822,823,18,3,Technical,2024-08-07 13:43:45.967908,823,39,2024-08-07 13:50:15.967908,Company_3,14,0 days 00:06:30,6.5
823,824,76,8,Technical,2024-05-12 09:55:29.967908,824,39,2024-05-12 10:13:34.967908,Company_8,15,0 days 00:18:05,18.083333333333332
824,825,16,32,General Inquiry,2024-06-14 10:33:00.967908,825,10,2024-06-14 10:43:11.967908,Company_32,47,0 days 00:10:11,10.183333333333334
825,826,64,23,Technical,2024-07-23 17:35:20.967908,826,36,2024-07-23 18:03:32.967908,Company_23,7,0 days 00:28:12,28.2
826,827,60,21,Billing,2024-07-05 03:26:34.967908,827,25,2024-07-05 03:27:29.967908,Company_21,31,0 days 00:00:55,0.9166666666666666
827,828,10,33,Technical,2024-08-07 16:29:57.967908,828,50,2024-08-07 16:37:22.967908,Company_33,7,0 days 00:07:25,7.416666666666667
828,829,97,32,Technical,2024-05-24 11:49:12.967908,829,10,2024-05-24 11:54:20.967908,Company_32,47,0 days 00:05:08,5.133333333333334
829,830,66,7,Technical,2024-05-09 08:08:21.967908,830,19,2024-05-09 08:09:31.967908,Company_7,35,0 days 00:01:10,1.1666666666666667
830,831,6,7,Technical,2024-07-26 18:06:58.967908,831,46,2024-07-26 18:08:40.967908,Company_7,35,0 days 00:01:42,1.7
831,832,54,26,Technical,2024-08-10 13:37:57.967908,832,45,2024-08-10 13:40:52.967908,Company_26,8,0 days 00:02:55,2.9166666666666665
832,833,6,7,Account,2024-06-01 20:39:06.967908,833,15,2024-06-01 20:53:04.967908,Company_7,35,0 days 00:13:58,13.966666666666667
833,834,894,35,Account,2024-05-13 01:29:28.967908,834,16,2024-05-13 01:34:19.967908,Company_35,16,0 days 00:04:51,4.85
834,835,176,48,Technical,2024-08-08 16:40:34.967908,835,2,2024-08-08 16:56:11.967908,Company_48,21,0 days 00:15:37,15.616666666666667
835,836,779,5,Technical,2024-03-18 09:06:46.967908,836,29,2024-03-18 09:09:12.967908,Company_5,5,0 days 00:02:26,2.433333333333333
836,837,727,23,General Inquiry,2024-07-09 21:04:07.967908,837,4,2024-07-09 21:14:54.967908,Company_23,7,0 days 00:10:47,10.783333333333333
837,838,85,45,General Inquiry,2024-08-01 18:14:26.967908,838,50,2024-08-01 18:15:58.967908,Company_45,1,0 days 00:01:32,1.5333333333333334
838,839,68,12,Technical,2024-05-18 15:31:35.967908,839,29,2024-05-18 15:32:16.967908,Company_12,4,0 days 00:00:41,0.6833333333333333
839,840,53,43,Billing,2024-05-13 20:51:37.967908,840,31,2024-05-13 20:59:56.967908,Company_43,6,0 days 00:08:19,8.316666666666666
840,841,9,32,Billing,2024-04-06 19:18:12.967908,841,17,2024-04-06 19:21:02.967908,Company_32,47,0 days 00:02:50,2.8333333333333335
841,842,894,35,Technical,2024-07-11 10:55:01.967908,842,10,2024-07-11 10:55:46.967908,Company_35,16,0 days 00:00:45,0.75
842,843,95,14,General Inquiry,2024-04-04 11:36:14.967908,843,27,2024-04-04 11:37:34.967908,Company_14,1,0 days 00:01:20,1.3333333333333333
843,844,683,45,General Inquiry,2024-07-28 13:25:41.967908,844,41,2024-07-28 13:26:10.967908,Company_45,1,0 days 00:00:29,0.48333333333333334
