"ticket_id","user_id","company_id","issue_category","created_at","match_id","ticket_id","staff_id","matched_at","company_id","company_name","company_size","wait_time","wait_time_exceeded"
"959","90","7","Technical","2024-07-11 12:00:11.967908","959","959","21","2024-07-11 12:02:07.967908","7","Company_7","35","00:01:56","0"
"960","34","4","Technical","2024-07-27 00:25:53.967908","960","960","18","2024-07-27 00:29:13.967908","4","Company_4","33","00:03:20","0"
"961","52","7","General Inquiry","2024-05-08 08:01:04.967908","961","961","21","2024-05-08 08:01:58.967908","7","Company_7","35","00:00:54","0"
"962","9","32","Billing","2024-04-05 11:03:13.967908","962","962","19","2024-04-05 11:07:27.967908","32","Company_32","47","00:04:14","0"
"963","22","32","General Inquiry","2024-07-27 14:21:00.967908","963","963","4","2024-07-27 14:27:46.967908","32","Company_32","47","00:06:46","0"
"964","14","4","Technical","2024-03-03 09:05:38.967908","964","964","13","2024-03-03 09:10:49.967908","4","Company_4","33","00:05:11","0"
"965","88","21","Account","2024-05-17 19:10:19.967908","965","965","18","2024-05-17 19:17:08.967908","21","Company_21","31","00:06:49","0"
"966","51","39","Technical","2024-02-20 05:42:57.967908","966","966","29","2024-02-20 05:47:26.967908","39","Company_39","1","00:04:29","0"
"967","48","40","Technical","2024-07-10 22:05:21.967908","967","967","25","2024-07-10 22:09:48.967908","40","Company_40","8","00:04:27","0"
"968","25","4","Technical","2024-05-31 05:15:29.967908","968","968","13","2024-05-31 05:17:12.967908","4","Company_4","33","00:01:43","0"
"969","32","21","Technical","2024-02-26 14:07:11.967908","969","969","27","2024-02-26 14:10:14.967908","21","Company_21","31","00:03:03","0"
"970","79","8","General Inquiry","2024-04-24 10:19:00.967908","970","970","19","2024-04-24 11:14:56.967908","8","Company_8","15","00:55:56","1"
"971","72","32","Technical","2024-03-31 00:20:03.967908","971","971","49","2024-03-31 00:30:07.967908","32","Company_32","47","00:10:04","0"
"972","9","32","General Inquiry","2024-06-21 17:16:27.967908","972","972","1","2024-06-21 17:19:11.967908","32","Company_32","47","00:02:44","0"
"973","36","32","Technical","2024-02-29 19:10:05.967908","973","973","38","2024-02-29 19:10:15.967908","32","Company_32","47","00:00:10","0"
"974","72","32","Billing","2024-07-17 04:11:35.967908","974","974","19","2024-07-17 04:16:15.967908","32","Company_32","47","00:04:40","0"
"975","78","10","Technical","2024-06-22 00:46:48.967908","975","975","1","2024-06-22 00:51:02.967908","10","Company_10","12","00:04:14","0"
"976","2","39","General Inquiry","2024-02-24 06:59:59.967908","976","976","40","2024-02-24 07:03:31.967908","39","Company_39","1","00:03:32","0"
"977","30","22","Billing","2024-07-11 22:21:53.967908","977","977","17","2024-07-11 22:25:59.967908","22","Company_22","5","00:04:06","0"
"978","85","45","Billing","2024-02-22 11:59:36.967908","978","978","21","2024-02-22 12:02:25.967908","45","Company_45","1","00:02:49","0"
"979","38","23","Technical","2024-04-04 11:48:25.967908","979","979","22","2024-04-04 11:50:25.967908","23","Company_23","7","00:02:00","0"
"980","72","32","Account","2024-03-26 04:28:17.967908","980","980","15","2024-03-26 04:28:18.967908","32","Company_32","47","00:00:01","0"
"981","700","28","Technical","2024-07-28 10:28:23.967908","981","981","50","2024-07-28 10:28:36.967908","28","Company_28","10","00:00:13","0"
"982","19","10","General Inquiry","2024-02-20 10:21:39.967908","982","982","39","2024-02-20 10:27:22.967908","10","Company_10","12","00:05:43","0"
"983","88","21","Account","2024-06-16 03:01:02.967908","983","983","48","2024-06-16 03:07:06.967908","21","Company_21","31","00:06:04","0"
"984","25","4","Billing","2024-03-17 01:32:11.967908","984","984","39","2024-03-17 01:35:57.967908","4","Company_4","33","00:03:46","0"
"985","84","8","Billing","2024-04-02 19:05:00.967908","985","985","32","2024-04-02 19:09:53.967908","8","Company_8","15","00:04:53","0"
"986","49","32","Technical","2024-03-11 23:36:56.967908","986","986","49","2024-03-11 23:48:21.967908","32","Company_32","47","00:11:25","0"
"987","70","10","Technical","2024-05-18 10:20:16.967908","987","987","4","2024-05-18 10:24:28.967908","10","Company_10","12","00:04:12","0"
"988","54","26","General Inquiry","2024-06-25 11:17:15.967908","988","988","44","2024-06-25 11:18:31.967908","26","Company_26","8","00:01:16","0"
"989","48","40","Account","2024-03-09 16:28:36.967908","989","989","45","2024-03-09 16:30:08.967908","40","Company_40","8","00:01:32","0"
"990","23","43","Billing","2024-06-04 23:40:19.967908","990","990","32","2024-06-04 23:53:37.967908","43","Company_43","6","00:13:18","0"
"991","871","1","Technical","2024-03-29 19:10:18.967908","991","991","4","2024-03-29 19:14:39.967908","1","Company_1","12","00:04:21","0"
"992","1","4","Technical","2024-05-16 18:35:55.967908","992","992","1","2024-05-16 18:36:33.967908","4","Company_4","33","00:00:38","0"
"993","12","4","Account","2024-07-01 07:07:34.967908","993","993","33","2024-07-01 07:09:17.967908","4","Company_4","33","00:01:43","0"
"994","519","32","Technical","2024-04-06 05:33:55.967908","994","994","7","2024-04-06 05:38:17.967908","32","Company_32","47","00:04:22","0"
"995","31","24","Technical","2024-07-14 09:23:15.967908","995","995","9","2024-07-14 09:28:44.967908","24","Company_24","1","00:05:29","0"
"996","87","4","Technical","2024-04-28 02:33:34.967908","996","996","1","2024-04-28 02:41:27.967908","4","Company_4","33","00:07:53","0"
"997","71","23","Billing","2024-03-20 01:20:14.967908","997","997","16","2024-03-20 01:28:01.967908","23","Company_23","7","00:07:47","0"
"998","76","8","Technical","2024-06-13 03:02:52.967908","998","998","18","2024-06-13 03:05:23.967908","8","Company_8","15","00:02:31","0"
"999","85","45","Technical","2024-06-13 09:21:42.967908","999","999","47","2024-06-13 09:30:42.967908","45","Company_45","1","00:09:00","0"
"1000","24","21","Account","2024-07-10 16:58:10.967908","1000","1000","6","2024-07-10 17:14:00.967908","21","Company_21","31","00:15:50","0"
"1001","88","21","Technical","2024-07-04 23:10:14.967908","1001","1001","2","2024-07-04 23:13:39.967908","21","Company_21","31","00:03:25","0"
"1002","30","22","Technical","2024-03-09 17:08:42.967908","1002","1002","9","2024-03-09 17:15:30.967908","22","Company_22","5","00:06:48","0"
"1003","33","1","Technical","2024-07-16 12:09:22.967908","1003","1003","4","2024-07-16 12:10:51.967908","1","Company_1","12","00:01:29","0"
"1004","8","40","Technical","2024-07-24 13:36:12.967908","1004","1004","45","2024-07-24 13:37:32.967908","40","Company_40","8","00:01:20","0"
"1005","88","21","Billing","2024-03-19 06:35:14.967908","1005","1005","23","2024-03-19 06:45:09.967908","21","Company_21","31","00:09:55","0"
"1006","81","31","Technical","2024-04-16 20:55:47.967908","1006","1006","43","2024-04-16 20:58:51.967908","31","Company_31","4","00:03:04","0"
"1007","727","23","Account","2024-03-08 11:09:36.967908","1007","1007","45","2024-03-08 11:21:09.967908","23","Company_23","7","00:11:33","0"
"1008","96","32","Account","2024-06-07 20:14:58.967908","1008","1008","43","2024-06-07 20:16:18.967908","32","Company_32","47","00:01:20","0"
"1009","621","28","Billing","2024-02-21 11:03:12.967908","1009","1009","8","2024-02-21 11:05:01.967908","28","Company_28","10","00:01:49","0"
"1010","24","21","Billing","2024-04-17 01:12:34.967908","1010","1010","39","2024-04-17 01:15:43.967908","21","Company_21","31","00:03:09","0"
"1011","89","49","Account","2024-06-07 06:47:26.967908","1011","1011","25","2024-06-07 06:49:24.967908","49","Company_49","10","00:01:58","0"
"1012","63","1","Technical","2024-06-27 00:03:01.967908","1012","1012","16","2024-06-27 00:04:38.967908","1","Company_1","12","00:01:37","0"
"1013","45","9","General Inquiry","2024-08-10 19:05:30.967908","1013","1013","35","2024-08-10 19:12:45.967908","9","Company_9","4","00:07:15","0"
"1014","70","10","Billing","2024-04-29 08:26:25.967908","1014","1014","17","2024-04-29 08:29:32.967908","10","Company_10","12","00:03:07","0"
"1015","32","21","Technical","2024-05-03 11:55:37.967908","1015","1015","18","2024-05-03 11:55:56.967908","21","Company_21","31","00:00:19","0"
"1016","411","4","Billing","2024-07-04 07:35:36.967908","1016","1016","27","2024-07-04 07:36:11.967908","4","Company_4","33","00:00:35","0"
"1017","94","33","Technical","2024-03-25 23:40:01.967908","1017","1017","15","2024-03-25 23:45:40.967908","33","Company_33","7","00:05:39","0"
"1018","75","48","Technical","2024-03-02 05:33:09.967908","1018","1018","17","2024-03-02 05:34:36.967908","48","Company_48","21","00:01:27","0"
"1019","84","8","Technical","2024-06-10 10:45:33.967908","1019","1019","43","2024-06-10 10:51:09.967908","8","Company_8","15","00:05:36","0"
"1020","53","43","Billing","2024-06-29 13:52:47.967908","1020","1020","5","2024-06-29 13:58:53.967908","43","Company_43","6","00:06:06","0"
"1021","641","10","Technical","2024-07-26 18:07:39.967908","1021","1021","16","2024-07-26 18:11:23.967908","10","Company_10","12","00:03:44","0"
"1022","99","4","Technical","2024-06-17 06:32:41.967908","1022","1022","15","2024-06-17 06:50:59.967908","4","Company_4","33","00:18:18","0"
"1023","53","43","Technical","2024-04-03 15:08:36.967908","1023","1023","42","2024-04-03 15:10:11.967908","43","Company_43","6","00:01:35","0"
"1024","36","32","Billing","2024-03-07 06:16:40.967908","1024","1024","46","2024-03-07 06:19:50.967908","32","Company_32","47","00:03:10","0"
"1025","7","1","Technical","2024-06-30 20:32:17.967908","1025","1025","34","2024-06-30 20:39:14.967908","1","Company_1","12","00:06:57","0"
"1026","590","4","Technical","2024-07-15 11:24:18.967908","1026","1026","48","2024-07-15 11:47:41.967908","4","Company_4","33","00:23:23","0"
"1027","91","32","Technical","2024-04-15 00:51:37.967908","1027","1027","19","2024-04-15 00:57:51.967908","32","Company_32","47","00:06:14","0"
"1028","78","10","Technical","2024-07-30 14:02:13.967908","1028","1028","8","2024-07-30 14:03:11.967908","10","Company_10","12","00:00:58","0"
"1029","19","10","Technical","2024-06-28 08:15:41.967908","1029","1029","47","2024-06-28 08:19:06.967908","10","Company_10","12","00:03:25","0"
"1030","9","32","Technical","2024-06-12 01:30:15.967908","1030","1030","10","2024-06-12 01:33:39.967908","32","Company_32","47","00:03:24","0"
"1031","80","2","Account","2024-07-21 21:24:56.967908","1031","1031","5","2024-07-21 21:28:49.967908","2","Company_2","6","00:03:53","0"
"1032","97","32","Billing","2024-03-10 23:32:26.967908","1032","1032","48","2024-03-10 23:37:04.967908","32","Company_32","47","00:04:38","0"
"1033","14","4","Technical","2024-07-20 02:04:15.967908","1033","1033","26","2024-07-20 02:17:24.967908","4","Company_4","33","00:13:09","0"
"1034","37","10","Technical","2024-06-05 08:49:12.967908","1034","1034","22","2024-06-05 08:53:16.967908","10","Company_10","12","00:04:04","0"
"1035","62","42","Billing","2024-07-17 10:43:42.967908","1035","1035","44","2024-07-17 10:58:05.967908","42","Company_42","8","00:14:23","0"
"1036","43","7","Technical","2024-02-24 10:46:45.967908","1036","1036","23","2024-02-24 10:48:10.967908","7","Company_7","35","00:01:25","0"
"1037","99","4","Account","2024-04-23 21:28:12.967908","1037","1037","13","2024-04-23 21:29:09.967908","4","Company_4","33","00:00:57","0"
"1038","37","10","General Inquiry","2024-05-29 22:09:22.967908","1038","1038","9","2024-05-29 22:09:55.967908","10","Company_10","12","00:00:33","0"
"1039","735","32","Technical","2024-05-09 15:46:10.967908","1039","1039","49","2024-05-09 15:49:08.967908","32","Company_32","47","00:02:58","0"
"1040","43","7","Billing","2024-06-23 22:17:46.967908","1040","1040","20","2024-06-23 22:18:16.967908","7","Company_7","35","00:00:30","0"
"1041","669","13","Account","2024-04-28 10:22:07.967908","1041","1041","28","2024-04-28 10:24:50.967908","13","Company_13","9","00:02:43","0"
"1042","13","13","Technical","2024-02-29 20:44:42.967908","1042","1042","44","2024-02-29 20:45:35.967908","13","Company_13","9","00:00:53","0"
"1043","66","7","Billing","2024-05-24 17:19:53.967908","1043","1043","37","2024-05-24 17:48:17.967908","7","Company_7","35","00:28:24","0"
"1044","24","21","Account","2024-06-21 05:09:13.967908","1044","1044","24","2024-06-21 05:13:20.967908","21","Company_21","31","00:04:07","0"
"1045","81","31","Account","2024-04-22 17:38:09.967908","1045","1045","44","2024-04-22 17:47:51.967908","31","Company_31","4","00:09:42","0"
"1046","204","9","Account","2024-02-18 22:20:47.967908","1046","1046","33","2024-02-18 22:43:56.967908","9","Company_9","4","00:23:09","0"
"1047","53","43","Billing","2024-07-30 10:41:33.967908","1047","1047","20","2024-07-30 10:49:01.967908","43","Company_43","6","00:07:28","0"
"1048","20","11","Billing","2024-05-08 00:59:56.967908","1048","1048","48","2024-05-08 01:01:28.967908","11","Company_11","4","00:01:32","0"
"1049","22","32","Billing","2024-07-25 03:43:23.967908","1049","1049","30","2024-07-25 03:53:48.967908","32","Company_32","47","00:10:25","0"
"1050","28","28","Technical","2024-05-21 15:53:19.967908","1050","1050","44","2024-05-21 15:56:33.967908","28","Company_28","10","00:03:14","0"
"1051","20","11","Technical","2024-03-07 23:13:48.967908","1051","1051","9","2024-03-07 23:16:51.967908","11","Company_11","4","00:03:03","0"
"1052","86","7","Account","2024-05-10 15:44:55.967908","1052","1052","45","2024-05-10 15:55:21.967908","7","Company_7","35","00:10:26","0"
"1053","62","42","Technical","2024-04-26 19:18:06.967908","1053","1053","49","2024-04-26 19:18:20.967908","42","Company_42","8","00:00:14","0"
"1054","10","33","Technical","2024-06-18 21:25:28.967908","1054","1054","17","2024-06-18 21:29:55.967908","33","Company_33","7","00:04:27","0"
"1055","20","11","Account","2024-08-07 14:25:26.967908","1055","1055","36","2024-08-07 14:41:55.967908","11","Company_11","4","00:16:29","0"
"1056","29","35","Technical","2024-07-26 09:26:21.967908","1056","1056","14","2024-07-26 09:34:40.967908","35","Company_35","16","00:08:19","0"
"1057","13","13","Technical","2024-05-15 17:55:26.967908","1057","1057","19","2024-05-15 17:59:17.967908","13","Company_13","9","00:03:51","0"
"1058","62","42","Billing","2024-07-02 19:40:49.967908","1058","1058","7","2024-07-02 19:44:19.967908","42","Company_42","8","00:03:30","0"
"1059","30","22","Technical","2024-03-17 04:22:25.967908","1059","1059","3","2024-03-17 04:37:27.967908","22","Company_22","5","00:15:02","0"
"1060","47","48","Technical","2024-05-11 00:54:01.967908","1060","1060","33","2024-05-11 00:55:35.967908","48","Company_48","21","00:01:34","0"
"1061","27","35","General Inquiry","2024-03-21 16:14:27.967908","1061","1061","44","2024-03-21 16:14:59.967908","35","Company_35","16","00:00:32","0"
"1062","74","48","Billing","2024-07-07 23:07:02.967908","1062","1062","32","2024-07-07 23:09:15.967908","48","Company_48","21","00:02:13","0"
"1063","50","42","Technical","2024-05-27 18:53:57.967908","1063","1063","47","2024-05-27 19:05:07.967908","42","Company_42","8","00:11:10","0"
"1064","65","20","Billing","2024-06-21 18:44:04.967908","1064","1064","11","2024-06-21 19:05:31.967908","20","Company_20","1","00:21:27","0"
"1065","84","8","Technical","2024-04-08 22:03:30.967908","1065","1065","42","2024-04-08 22:03:36.967908","8","Company_8","15","00:00:06","0"
"1066","60","21","Technical","2024-06-15 01:44:34.967908","1066","1066","2","2024-06-15 01:50:34.967908","21","Company_21","31","00:06:00","0"
"1067","271","41","Billing","2024-07-22 09:51:52.967908","1067","1067","26","2024-07-22 10:15:00.967908","41","Company_41","15","00:23:08","0"
"1068","64","23","Technical","2024-08-13 01:06:44.967908","1068","1068","4","2024-08-13 01:15:41.967908","23","Company_23","7","00:08:57","0"
"1069","73","13","Technical","2024-05-30 23:27:03.967908","1069","1069","17","2024-05-30 23:46:20.967908","13","Company_13","9","00:19:17","0"
"1070","41","19","Technical","2024-07-15 21:28:26.967908","1070","1070","17","2024-07-15 21:43:43.967908","19","Company_19","2","00:15:17","0"
"1071","83","3","Technical","2024-05-20 08:38:42.967908","1071","1071","28","2024-05-20 08:41:33.967908","3","Company_3","14","00:02:51","0"
"1072","47","48","Account","2024-05-16 17:51:07.967908","1072","1072","30","2024-05-16 17:56:53.967908","48","Company_48","21","00:05:46","0"
"1073","25","4","Billing","2024-05-11 01:18:27.967908","1073","1073","40","2024-05-11 01:22:52.967908","4","Company_4","33","00:04:25","0"
"1074","50","42","Technical","2024-07-25 19:35:07.967908","1074","1074","23","2024-07-25 19:39:34.967908","42","Company_42","8","00:04:27","0"
"1075","95","14","Technical","2024-07-07 10:12:44.967908","1075","1075","46","2024-07-07 10:15:40.967908","14","Company_14","1","00:02:56","0"
"1076","57","10","Billing","2024-06-10 12:30:54.967908","1076","1076","24","2024-06-10 12:33:53.967908","10","Company_10","12","00:02:59","0"
"1077","75","48","Billing","2024-04-08 14:11:49.967908","1077","1077","29","2024-04-08 14:13:26.967908","48","Company_48","21","00:01:37","0"
"1078","31","24","Technical","2024-04-19 01:25:53.967908","1078","1078","4","2024-04-19 01:29:34.967908","24","Company_24","1","00:03:41","0"
"1079","87","4","Billing","2024-07-30 20:39:15.967908","1079","1079","38","2024-07-30 20:41:22.967908","4","Company_4","33","00:02:07","0"
"1080","100","41","Account","2024-04-04 03:28:25.967908","1080","1080","29","2024-04-04 03:36:38.967908","41","Company_41","15","00:08:13","0"
"1081","117","47","Technical","2024-07-26 18:52:13.967908","1081","1081","19","2024-07-26 18:55:10.967908","47","Company_47","4","00:02:57","0"
"1082","40","7","Account","2024-03-04 07:15:42.967908","1082","1082","27","2024-03-04 07:38:21.967908","7","Company_7","35","00:22:39","0"
"1083","54","26","Technical","2024-04-10 15:16:59.967908","1083","1083","29","2024-04-10 15:22:45.967908","26","Company_26","8","00:05:46","0"
"1084","183","48","Account","2024-08-05 16:04:56.967908","1084","1084","36","2024-08-05 16:31:12.967908","48","Company_48","21","00:26:16","0"
"1085","56","44","Technical","2024-05-14 00:16:22.967908","1085","1085","35","2024-05-14 00:18:54.967908","44","Company_44","5","00:02:32","0"
"1086","47","48","Account","2024-04-03 19:52:09.967908","1086","1086","6","2024-04-03 19:56:54.967908","48","Company_48","21","00:04:45","0"
"1087","447","48","Technical","2024-07-11 04:51:22.967908","1087","1087","23","2024-07-11 04:56:35.967908","48","Company_48","21","00:05:13","0"
"1088","8","40","Account","2024-05-16 17:04:54.967908","1088","1088","39","2024-05-16 17:08:37.967908","40","Company_40","8","00:03:43","0"
"1089","47","48","Billing","2024-06-06 03:04:30.967908","1089","1089","46","2024-06-06 03:04:41.967908","48","Company_48","21","00:00:11","0"
"1090","820","7","Technical","2024-06-13 23:44:06.967908","1090","1090","44","2024-06-13 23:45:26.967908","7","Company_7","35","00:01:20","0"
"1091","78","10","Technical","2024-06-25 05:22:02.967908","1091","1091","48","2024-06-25 05:30:39.967908","10","Company_10","12","00:08:37","0"
"1092","45","9","Account","2024-04-30 01:36:05.967908","1092","1092","8","2024-04-30 01:38:05.967908","9","Company_9","4","00:02:00","0"
"1093","52","7","General Inquiry","2024-04-21 19:06:18.967908","1093","1093","2","2024-04-21 19:09:56.967908","7","Company_7","35","00:03:38","0"
"1094","67","4","Technical","2024-02-22 01:08:06.967908","1094","1094","13","2024-02-22 01:12:19.967908","4","Company_4","33","00:04:13","0"
"1095","27","35","Technical","2024-05-22 11:01:06.967908","1095","1095","40","2024-05-22 11:02:30.967908","35","Company_35","16","00:01:24","0"
"1096","45","9","Technical","2024-07-30 17:06:39.967908","1096","1096","21","2024-07-30 17:09:12.967908","9","Company_9","4","00:02:33","0"
"1097","44","4","Technical","2024-04-19 14:03:32.967908","1097","1097","31","2024-04-19 14:05:37.967908","4","Company_4","33","00:02:05","0"
"1098","87","4","Billing","2024-03-22 18:49:06.967908","1098","1098","48","2024-03-22 18:50:28.967908","4","Company_4","33","00:01:22","0"
"1099","85","45","Technical","2024-05-21 03:31:50.967908","1099","1099","36","2024-05-21 03:35:56.967908","45","Company_45","1","00:04:06","0"
"1100","26","32","Billing","2024-03-28 15:56:00.967908","1100","1100","48","2024-03-28 16:01:38.967908","32","Company_32","47","00:05:38","0"
"1101","58","4","Technical","2024-04-25 08:59:15.967908","1101","1101","38","2024-04-25 09:01:37.967908","4","Company_4","33","00:02:22","0"
"1102","96","32","Account","2024-07-20 09:33:05.967908","1102","1102","27","2024-07-20 09:36:31.967908","32","Company_32","47","00:03:26","0"
"1103","66","7","Technical","2024-04-06 15:23:34.967908","1103","1103","36","2024-04-06 15:32:13.967908","7","Company_7","35","00:08:39","0"
"1104","92","35","Billing","2024-04-22 13:28:38.967908","1104","1104","48","2024-04-22 13:36:14.967908","35","Company_35","16","00:07:36","0"
"1105","94","33","Account","2024-04-10 18:41:10.967908","1105","1105","23","2024-04-10 18:47:37.967908","33","Company_33","7","00:06:27","0"
"1106","96","32","Billing","2024-08-05 09:58:18.967908","1106","1106","21","2024-08-05 10:01:44.967908","32","Company_32","47","00:03:26","0"
"1107","17","11","Billing","2024-06-11 05:40:01.967908","1107","1107","13","2024-06-11 05:42:01.967908","11","Company_11","4","00:02:00","0"
"1108","74","48","Account","2024-07-01 15:08:11.967908","1108","1108","37","2024-07-01 15:10:52.967908","48","Company_48","21","00:02:41","0"
"1109","21","33","Technical","2024-08-05 08:58:51.967908","1109","1109","47","2024-08-05 09:14:31.967908","33","Company_33","7","00:15:40","0"
"1110","383","16","Account","2024-04-10 02:53:17.967908","1110","1110","26","2024-04-10 02:57:04.967908","16","Company_16","4","00:03:47","0"
"1111","483","23","Account","2024-06-03 09:33:26.967908","1111","1111","40","2024-06-03 09:47:06.967908","23","Company_23","7","00:13:40","0"
"1112","72","32","Billing","2024-02-18 10:41:27.967908","1112","1112","7","2024-02-18 11:01:00.967908","32","Company_32","47","00:19:33","0"
"1113","376","49","Billing","2024-05-26 19:02:26.967908","1113","1113","46","2024-05-26 19:06:15.967908","49","Company_49","10","00:03:49","0"
"1114","76","8","Technical","2024-03-24 13:46:14.967908","1114","1114","39","2024-03-24 13:46:59.967908","8","Company_8","15","00:00:45","0"
"1115","57","10","Account","2024-03-04 02:22:07.967908","1115","1115","22","2024-03-04 02:30:37.967908","10","Company_10","12","00:08:30","0"
"1116","33","1","Technical","2024-04-03 08:11:02.967908","1116","1116","39","2024-04-03 08:12:56.967908","1","Company_1","12","00:01:54","0"
"1117","38","23","Technical","2024-07-05 07:10:28.967908","1117","1117","23","2024-07-05 07:15:51.967908","23","Company_23","7","00:05:23","0"
"1118","26","32","Technical","2024-05-05 09:28:32.967908","1118","1118","30","2024-05-05 09:29:32.967908","32","Company_32","47","00:01:00","0"
"1119","481","4","Billing","2024-05-21 08:19:16.967908","1119","1119","18","2024-05-21 08:36:14.967908","4","Company_4","33","00:16:58","0"
"1120","23","43","Technical","2024-06-03 06:41:31.967908","1120","1120","42","2024-06-03 07:32:23.967908","43","Company_43","6","00:50:52","1"
"1121","83","3","Technical","2024-07-12 16:41:12.967908","1121","1121","18","2024-07-12 16:46:46.967908","3","Company_3","14","00:05:34","0"
"1122","98","26","Billing","2024-04-03 03:22:26.967908","1122","1122","46","2024-04-03 03:22:30.967908","26","Company_26","8","00:00:04","0"
"1123","95","14","Technical","2024-06-29 13:51:22.967908","1123","1123","10","2024-06-29 13:52:14.967908","14","Company_14","1","00:00:52","0"
"1124","83","3","Technical","2024-05-18 22:08:16.967908","1124","1124","39","2024-05-18 22:11:42.967908","3","Company_3","14","00:03:26","0"
"1125","657","3","Billing","2024-06-20 21:30:32.967908","1125","1125","30","2024-06-20 21:37:34.967908","3","Company_3","14","00:07:02","0"
"1126","39","45","Technical","2024-07-03 16:48:33.967908","1126","1126","26","2024-07-03 16:49:09.967908","45","Company_45","1","00:00:36","0"
"1127","23","43","Billing","2024-05-21 18:46:35.967908","1127","1127","7","2024-05-21 18:51:20.967908","43","Company_43","6","00:04:45","0"
"1128","27","35","Billing","2024-05-13 12:01:41.967908","1128","1128","7","2024-05-13 12:11:03.967908","35","Company_35","16","00:09:22","0"
"1129","32","21","Billing","2024-07-19 10:43:06.967908","1129","1129","5","2024-07-19 10:43:06.967908","21","Company_21","31","00:00:00","0"
"1130","97","32","Account","2024-02-19 19:44:33.967908","1130","1130","1","2024-02-19 19:47:39.967908","32","Company_32","47","00:03:06","0"
"1131","91","32","Technical","2024-03-05 13:02:36.967908","1131","1131","46","2024-03-05 13:23:23.967908","32","Company_32","47","00:20:47","0"
"1132","11","35","Billing","2024-04-13 14:37:13.967908","1132","1132","18","2024-04-13 14:41:00.967908","35","Company_35","16","00:03:47","0"
"1133","44","4","Technical","2024-03-30 12:05:50.967908","1133","1133","13","2024-03-30 12:08:00.967908","4","Company_4","33","00:02:10","0"
"1134","4","49","Technical","2024-05-05 00:01:45.967908","1134","1134","25","2024-05-05 00:06:32.967908","49","Company_49","10","00:04:47","0"
"1135","5","35","Account","2024-06-29 19:20:42.967908","1135","1135","40","2024-06-29 19:21:34.967908","35","Company_35","16","00:00:52","0"
"1136","29","35","Billing","2024-04-03 17:16:03.967908","1136","1136","8","2024-04-03 17:18:50.967908","35","Company_35","16","00:02:47","0"
"1137","5","35","Billing","2024-04-15 22:24:24.967908","1137","1137","10","2024-04-15 22:27:15.967908","35","Company_35","16","00:02:51","0"
"1138","39","45","Account","2024-06-24 09:39:40.967908","1138","1138","32","2024-06-24 09:43:33.967908","45","Company_45","1","00:03:53","0"
"1139","370","32","Technical","2024-06-08 09:37:43.967908","1139","1139","17","2024-06-08 09:40:37.967908","32","Company_32","47","00:02:54","0"
"1140","442","40","General Inquiry","2024-04-28 03:08:35.967908","1140","1140","38","2024-04-28 03:14:47.967908","40","Company_40","8","00:06:12","0"
"1141","99","4","Account","2024-05-18 08:56:13.967908","1141","1141","15","2024-05-18 08:56:40.967908","4","Company_4","33","00:00:27","0"
"1142","30","22","Billing","2024-06-02 22:45:15.967908","1142","1142","15","2024-06-02 22:48:44.967908","22","Company_22","5","00:03:29","0"
"1143","9","32","Technical","2024-05-29 13:39:31.967908","1143","1143","48","2024-05-29 13:43:19.967908","32","Company_32","47","00:03:48","0"
"1144","994","32","Technical","2024-04-23 05:24:32.967908","1144","1144","40","2024-04-23 05:28:24.967908","32","Company_32","47","00:03:52","0"
"1145","90","7","Account","2024-05-09 02:22:29.967908","1145","1145","20","2024-05-09 02:28:08.967908","7","Company_7","35","00:05:39","0"
"1146","200","35","General Inquiry","2024-07-10 07:41:39.967908","1146","1146","15","2024-07-10 07:44:02.967908","35","Company_35","16","00:02:23","0"
"1147","29","35","Technical","2024-06-02 08:22:46.967908","1147","1147","35","2024-06-02 08:25:24.967908","35","Company_35","16","00:02:38","0"
"1148","49","32","Technical","2024-04-20 16:58:57.967908","1148","1148","6","2024-04-20 17:01:30.967908","32","Company_32","47","00:02:33","0"
"1149","3","4","Technical","2024-04-24 18:56:21.967908","1149","1149","30","2024-04-24 19:00:23.967908","4","Company_4","33","00:04:02","0"
"1150","94","33","Billing","2024-07-01 22:55:29.967908","1150","1150","8","2024-07-01 23:01:35.967908","33","Company_33","7","00:06:06","0"
"1151","38","23","Billing","2024-05-14 13:59:22.967908","1151","1151","31","2024-05-14 14:05:34.967908","23","Company_23","7","00:06:12","0"
"1152","28","28","Technical","2024-04-09 01:56:43.967908","1152","1152","48","2024-04-09 02:02:49.967908","28","Company_28","10","00:06:06","0"
"1153","91","32","Billing","2024-04-16 00:21:00.967908","1153","1153","47","2024-04-16 00:24:51.967908","32","Company_32","47","00:03:51","0"
"1154","91","32","Technical","2024-04-05 07:00:33.967908","1154","1154","32","2024-04-05 07:04:26.967908","32","Company_32","47","00:03:53","0"
"1155","100","41","Billing","2024-04-01 05:46:06.967908","1155","1155","45","2024-04-01 05:49:25.967908","41","Company_41","15","00:03:19","0"
"1156","68","12","Billing","2024-03-10 21:40:49.967908","1156","1156","15","2024-03-10 21:48:23.967908","12","Company_12","4","00:07:34","0"
"1157","236","25","Billing","2024-07-05 12:48:43.967908","1157","1157","18","2024-07-05 12:48:45.967908","25","Company_25","4","00:00:02","0"
"1158","70","10","General Inquiry","2024-03-24 20:53:28.967908","1158","1158","13","2024-03-24 20:59:17.967908","10","Company_10","12","00:05:49","0"
